HMM states,Classifier,Accuracy mean,Precision macro mean,Recall macro mean,F1 macro mean,abs(MCC) mean,Accuracy std,Precision macro std,Recall macro std,F1 macro std,abs(MCC) std
6,GradientBoosting,0.5407407407407407,0.5407448264047077,0.5322874493927126,0.5346408225245718,0.3744383907705221,0.03666479606152469,0.037179991212792675,0.037497537471286216,0.037720478318976375,0.04928596554316028
8,GradientBoosting,0.5244444444444445,0.5228387321989265,0.5153846153846153,0.5151022790667324,0.35450989414511636,0.01689148777924651,0.02769897069826633,0.014693747452625805,0.019024663588729958,0.022017009606235555
8,LDA,0.5199999999999999,0.5226536349610945,0.5062078272604589,0.5088174481369172,0.34909879425514434,0.06571334849249445,0.058936992832871266,0.05744557514538717,0.058998781950005394,0.08698544874205899
4,GradientBoosting,0.5185185185185185,0.5058887637582842,0.49814439946018896,0.4994146047309891,0.34396135310455433,0.0526395200131552,0.059521373209029636,0.058561886737138316,0.058344854556225755,0.07309477160221312
6,LDA,0.5051851851851852,0.5109922369962696,0.49854925775978404,0.49902918074752245,0.33052819873843675,0.0498007001895455,0.0454778694589798,0.051247441309454,0.049905783848832645,0.06726487607973393
4,LDA,0.49629629629629635,0.5027771062824281,0.48663967611336034,0.48967745989739403,0.31746931105921183,0.04413472328819626,0.04552262814014303,0.03986471087804,0.04296178466223378,0.05777653515048186
